scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym,eBird_Species_Code,eBird_common_name,IOC_common_name
Synallaxis maranonica,22702350,Maranon Spinetail,Marañón Spinetail,,marspi3,Marañon Spinetail,Maranon Spinetail
Synallaxis moesta,22702321,Dusky Spinetail,,,dusspi1,Dusky Spinetail,Dusky Spinetail
Synallaxis ruficapilla,22702284,Rufous-capped Spinetail,,,rucspi1,Rufous-capped Spinetail,Rufous-capped Spinetail
Synallaxis rutilans,22702360,Ruddy Spinetail,,,rudspi1,Ruddy Spinetail,Ruddy Spinetail
Synallaxis scutata,22702399,Ochre-cheeked Spinetail,,Poecilurus scutatus scutatus,occspi1,Ochre-cheeked Spinetail,Ochre-cheeked Spinetail
Synallaxis simoni,103675261,Araguaia Spinetail,,,,,
Synallaxis spixi,22702304,Spix's Spinetail,Chicli Spinetail,,spispi1,Spix's Spinetail,Spix's Spinetail
Synallaxis stictothorax,103675609,Necklaced Spinetail,,,necspi1,Necklaced Spinetail,Necklaced Spinetail
Synallaxis subpudica,22702331,Silvery-throated Spinetail,,,sitspi1,Silvery-throated Spinetail,Silvery-throated Spinetail
Synallaxis tithys,22702334,Blackish-headed Spinetail,,,blhspi1,Blackish-headed Spinetail,Blackish-headed Spinetail
Synallaxis unirufa,22702366,Rufous Spinetail,,,rufspi1,Rufous Spinetail,Rufous Spinetail
Synallaxis zimmeri,22702375,Russet-bellied Spinetail,,,rubspi3,Russet-bellied Spinetail,Russet-bellied Spinetail
Syndactyla dimidiata,22702803,Russet-mantled Foliage-gleaner,Planalto Foliage-gleaner,Philydor dimidiatus,rumfog1,Russet-mantled Foliage-gleaner,Planalto Foliage-gleaner
Syndactyla guttulata,22702767,Guttulate Foliage-gleaner,Guttulated Foliage-gleaner,,gufgle1,Guttulate Foliage-gleaner,Guttulate Foliage-gleaner
Syndactyla roraimae,22702929,White-throated Foliage-gleaner,Tepui Foliage-gleaner,Automolus roraimae,wtfgle1,White-throated Foliage-gleaner,Tepui Foliage-gleaner
Syndactyla ruficollis,22702777,Rufous-necked Foliage-gleaner,,Automolus ruficollis ruficollis,rnfgle1,Rufous-necked Foliage-gleaner,Rufous-necked Foliage-gleaner
Syndactyla rufosuperciliata,22702774,Buff-browed Foliage-gleaner,,,bbfgle1,Buff-browed Foliage-gleaner,Buff-browed Foliage-gleaner
Syndactyla striata,22702878,Bolivian Recurvebill,,Simoxenops striatus,bolrec1,Bolivian Recurvebill,Bolivian Recurvebill
Syndactyla subalaris,22702771,Lineated Foliage-gleaner,,,lifgle1,Lineated Foliage-gleaner,Lineated Foliage-gleaner
Syndactyla ucayalae,22702872,Peruvian Recurvebill,,"Philydor ucayalae ucayalae, Simoxenops ucayalae",perrec1,Peruvian Recurvebill,Peruvian Recurvebill
Synoicus adansonii,22678971,African Blue Quail,Blue Quail,Coturnix adansonii_old,bluqua1,Blue Quail,Blue Quail
Synoicus chinensis,22678979,Asian Blue Quail,"Blue-breasted Quail, Blue Quail, King Quail",Coturnix chinensis_old,blbqua1,Blue-breasted Quail,King Quail
Synoicus ypsilophorus,22678965,Brown Quail,,"Synoicus ypsilophorus, Coturnix ypsilophora",broqua1,Brown Quail,Brown Quail
Synthliboramphus antiquus,22694896,Ancient Murrelet,,,ancmur,Ancient Murrelet,Ancient Murrelet
Synthliboramphus craveri,22694887,Craveri's Murrelet,,Brachyramphus craveri,cramur,Craveri's Murrelet,Craveri's Murrelet
Synthliboramphus hypoleucus,62101215,Guadalupe Murrelet,,,xanmur1,Guadalupe Murrelet,Guadalupe Murrelet
Synthliboramphus scrippsi,62101249,Scripps's Murrelet,,,xanmur2,Scripps's Murrelet,Scripps's Murrelet
Synthliboramphus wumizusume,22694899,Japanese Murrelet,Crested Murrelet,,japmur1,Japanese Murrelet,Japanese Murrelet
Sypheotides indicus,22692024,Lesser Florican,Likh,"Eupodotis indica, Sypheotides indica, Otis indica",lesflo2,Lesser Florican,Lesser Florican
Syrigma sibilatrix,22696913,Whistling Heron,,,whiher1,Whistling Heron,Whistling Heron
Syrmaticus ellioti,22679325,Elliot's Pheasant,Chinese Barred-backed Pheasant,,ellphe1,Elliot's Pheasant,Elliot's Pheasant
Syrmaticus humiae,22679330,Mrs Hume's Pheasant,"Hume's Bar-tailed Pheasant, Mrs. Hume's Pheasant",,humphe1,Hume's Pheasant,Mrs. Hume's Pheasant
Syrmaticus mikado,22679336,Mikado Pheasant,,,mikphe1,Mikado Pheasant,Mikado Pheasant
Syrmaticus reevesii,22679346,Reeves's Pheasant,,,reephe1,Reeves's Pheasant,Reeves's Pheasant
Syrmaticus soemmerringii,22679340,Copper Pheasant,,Syrmaticus soemmerringi soemmerringi,copphe1,Copper Pheasant,Copper Pheasant
Syrrhaptes paradoxus,22692980,Pallas's Sandgrouse,,,palsan1,Pallas's Sandgrouse,Pallas's Sandgrouse
Syrrhaptes tibetanus,22692977,Tibetan Sandgrouse,,,tibsan1,Tibetan Sandgrouse,Tibetan Sandgrouse
Systellura decussata,22725686,Lesser Band-winged Nightjar,,,bawnig3,Tschudi's Nightjar,Tschudi's Nightjar
Systellura longirostris,22725678,Greater Band-winged Nightjar,Band-winged Nightjar,Caprimulgus longirostris_new,bawnig1,Band-winged Nightjar,Band-winged Nightjar
Systellura roraimae,45401688,Tepui Nightjar,,Caprimulgus roraimae_new,,,
Taccocua leschenaultii,22684104,Sirkeer Malkoha,,Phaenicophaeus leschenaultii,sirmal1,Sirkeer Malkoha,Sirkeer Malkoha
Tachornis furcata,22686747,Pygmy Swift,Pygmy Palm Swift,,pygswi1,Pygmy Palm Swift,Pygmy Palm Swift
Tachornis phoenicobia,22686742,Antillean Palm-swift,"Antillean Palm Swift, Antillean Palm-Swift",,anpswi,Antillean Palm Swift,Antillean Palm Swift
Tachornis squamata,22686751,Fork-tailed Palm-swift,"Fork-tailed Palm-Swift, Neotropical Palm Swift",,ftpswi1,Fork-tailed Palm Swift,Fork-tailed Palm Swift
Tachuris rubrigastra,22699410,Many-colored Rush-tyrant,"Many-colored Rush Tyrant, Many-coloured Rush-tyrant",,mcrtyr1,Many-colored Rush Tyrant,Many-colored Rush Tyrant
Tachybaptus dominicus,22696571,Least Grebe,,,leagre,Least Grebe,Least Grebe
Tachybaptus novaehollandiae,22696553,Australasian Grebe,Eastern Little Grebe,,ausgre1,Australasian Grebe,Australasian Grebe
Tachybaptus pelzelnii,22696565,Madagascar Grebe,"Madagascar Dabchick, Madagascar Little Grebe",,madgre1,Madagascar Grebe,Madagascar Grebe
Tachybaptus ruficollis,22696545,Little Grebe,,,litgre1,Little Grebe,Little Grebe
Tachybaptus rufolavatus,22696558,Alaotra Grebe,"Alaotra Dabchick, Delacour's Little Grebe, Madagascar Red-necked Grebe",,alagre1,Alaotra Grebe,
Tachycineta albilinea,22733821,Mangrove Swallow,,,manswa1,Mangrove Swallow,Mangrove Swallow
Tachycineta albiventer,22712065,White-winged Swallow,,,whwswa1,White-winged Swallow,White-winged Swallow
Tachycineta bicolor,22712057,Tree Swallow,,,treswa,Tree Swallow,Tree Swallow
Tachycineta cyaneoviridis,22712080,Bahama Swallow,,"Callichelidon cyaneoviridis, Hirundo cyaneoviridis",bahswa,Bahama Swallow,Bahama Swallow
Tachycineta euchrysea,22712086,Golden Swallow,,Kalochelidon euchrysea euchrysea,golswa1,Golden Swallow,Golden Swallow
Tachycineta leucorrhoa,22712068,White-rumped Swallow,,,whrswa1,White-rumped Swallow,White-rumped Swallow
Tachycineta meyeni,22712071,Chilean Swallow,,"Tachycineta leucopyga leucopyga, Tachycineta leucopyga",chiswa1,Chilean Swallow,Chilean Swallow
Tachycineta stolzmanni,22733311,Tumbes Swallow,,,tumswa1,Tumbes Swallow,Tumbes Swallow
Tachycineta thalassina,22712077,Violet-green Swallow,,,vigswa,Violet-green Swallow,Violet-green Swallow
Tachyeres brachypterus,22680047,Falkland Steamerduck,"Falkland Steamer Duck, Falkland Steamer-Duck",,falstd1,Falkland Steamer-Duck,Falkland Steamer Duck
Tachyeres leucocephalus,22680038,White-headed Steamerduck,"Chubut Steamerduck, Chubut Steamer Duck, White-headed Steamer-Duck",Tachyeres leucocephala,whhstd1,White-headed Steamer-Duck,Chubut Steamer Duck
Tachyeres patachonicus,22680052,Flying Steamerduck,"Flying Steamer Duck, Flying Steamer-Duck",,flystd1,Flying Steamer-Duck,Flying Steamer Duck
Tachyeres pteneres,22680033,Magellanic Steamerduck,"Flightless Steamer-Duck, Fuegian Steamer Duck",,flistd1,Flightless Steamer-Duck,Fuegian Steamer Duck
Tachymarptis aequatorialis,22686788,Mottled Swift,,Apus aequatorialis,motswi2,Mottled Swift,
Tachymarptis melba,22686774,Alpine Swift,,Apus melba,alpswi1,Alpine Swift,
Tachyphonus coronatus,22722397,Ruby-crowned Tanager,,,ructan1,Ruby-crowned Tanager,Ruby-crowned Tanager
Tachyphonus phoenicius,22722403,Red-shouldered Tanager,,,restan1,Red-shouldered Tanager,Red-shouldered Tanager
Tachyphonus rufus,22722400,White-lined Tanager,,,whltan1,White-lined Tanager,White-lined Tanager
Tadorna cana,22680007,South African Shelduck,,,soashe1,South African Shelduck,South African Shelduck
Tadorna cristata,22680021,Crested Shelduck,,,creshe1,Crested Shelduck,
Tadorna ferruginea,22680003,Ruddy Shelduck,,,rudshe,Ruddy Shelduck,Ruddy Shelduck
Tadorna tadorna,22680024,Common Shelduck,Shelduck,,comshe,Common Shelduck,Common Shelduck
Tadorna tadornoides,22680011,Australian Shelduck,Chestnut-breasted Shelduck,,ausshe1,Australian Shelduck,Australian Shelduck
Tadorna variegata,22680015,Paradise Shelduck,,Tadorna variegate variegate,parshe1,Paradise Shelduck,Paradise Shelduck
Taeniopygia bichenovii,22719682,Double-barred Finch,,,,,
Taeniopygia castanotis,103818044,Australian Zebra Finch,Zebra Finch,,,,Australian Zebra Finch
Taeniopygia guttata,103817982,Timor Zebra Finch,,,zebfin2,Zebra Finch,Sunda Zebra Finch
Taeniotriccus andrei,22698852,Black-chested Tyrant,,"Poecilotriccus andrei andrei, Poecilotriccus andrei",blctyr2,Black-chested Tyrant,Black-chested Tyrant
Talaphorus chlorocercus,22687500,Olive-spotted Hummingbird,,Leucippus chlorocercus,olshum1,Olive-spotted Hummingbird,Olive-spotted Hummingbird
Talegalla cuvieri,22678564,Red-billed Brush-turkey,Red-billed Brushturkey,,rebbrt1,Red-billed Brushturkey,Red-billed Brushturkey
Talegalla fuscirostris,22678568,Black-billed Brush-turkey,Black-billed Brushturkey,,bkbbrt1,Yellow-legged Brushturkey,Black-billed Brushturkey
Talegalla jobiensis,22678572,Collared Brush-turkey,Collared Brushturkey,,bncbrt1,Red-legged Brushturkey,Collared Brushturkey
Tangara abbas,22722543,Yellow-winged Tanager,,Thraupis abbas,yewtan1,Yellow-winged Tanager,Yellow-winged Tanager
Tangara argentea,103848169,Black-headed Tanager,,,,,
Tangara argyrofenges,22722946,Straw-backed Tanager,Green-throated Tanager,,,,
Tangara arthus,103849276,Chestnut-breasted Tanager,,,goltan1,Golden Tanager,Golden Tanager
Tangara atrocoerulea,103849103,Spot-bellied Tanager,,,,,
Tangara aurulenta,103849300,Golden Tanager,,,,,
Tangara brasiliensis,103849764,White-bellied Tanager,,,,,White-bellied Tanager
Tangara cabanisi,22722812,Azure-rumped Tanager,Cabanis's Tanager,,,,
Tangara callophrys,22722958,Opal-crowned Tanager,,,opctan1,Opal-crowned Tanager,Opal-crowned Tanager
Tangara cayana,103848314,Burnished-buff Tanager,,,,,
Tangara chilensis,22722820,Paradise Tanager,,,partan1,Paradise Tanager,Paradise Tanager
Tangara chrysotis,22722857,Golden-eared Tanager,,,goetan1,Golden-eared Tanager,Golden-eared Tanager
Tangara cucullata,103848963,Grenada Tanager,,,,,
Tangara cyanicollis,22722915,Blue-necked Tanager,,,,,
Tangara cyanocephala,22722830,Red-necked Tanager,,,rentan1,Red-necked Tanager,Red-necked Tanager
Tangara cyanomelas,22729337,Silver-breasted Tanager,Silvery-breasted Tanager,Tangara cyanomelaena,,,
Tangara cyanoptera,22722537,Azure-shouldered Tanager,,Thraupis cyanoptera,azstan1,Azure-shouldered Tanager,Azure-shouldered Tanager
Tangara cyanotis,22722912,Blue-browed Tanager,,,blbtan3,Blue-browed Tanager,Blue-browed Tanager
Tangara cyanoventris,22722836,Gilt-edged Tanager,,,gietan1,Gilt-edged Tanager,Gilt-edged Tanager
Tangara desmaresti,22722833,Brassy-breasted Tanager,,,brbtan1,Brassy-breasted Tanager,Brassy-breasted Tanager
Tangara dowii,22722924,Spangle-cheeked Tanager,,,spctan1,Spangle-cheeked Tanager,Spangle-cheeked Tanager
Tangara episcopus,22722527,Blue-grey Tanager,Blue-gray Tanager,Thraupis episcopus,bugtan,Blue-gray Tanager,Blue-grey Tanager
Tangara fastuosa,22722823,Seven-colored Tanager,Seven-coloured Tanager,,sectan1,Seven-colored Tanager,Seven-colored Tanager
Tangara flava,103848879,Stripe-bellied Tanager,,,,,
Tangara florida,22722845,Emerald Tanager,,,emetan1,Emerald Tanager,Emerald Tanager
Tangara fucosa,22722927,Green-naped Tanager,,,grntan1,Green-naped Tanager,Green-naped Tanager
Tangara fulvicervix,103846035,Rusty-naped Tanager,,,,,
Tangara glaucocolpa,22722531,Glaucous Tanager,,Thraupis glaucocolpa,glatan1,Glaucous Tanager,Glaucous Tanager
Tangara guttata,22722869,Speckled Tanager,,,,,
Tangara gyrola,22722878,Bay-headed Tanager,,,bahtan1,Bay-headed Tanager,Bay-headed Tanager
Tangara heinei,22722936,Black-capped Tanager,,,,,
Tangara icterocephala,22722851,Silver-throated Tanager,,,sittan1,Silver-throated Tanager,Silver-throated Tanager
Tangara inornata,22722803,Plain-colored Tanager,Plain-coloured Tanager,,plctan1,Plain-colored Tanager,Plain-colored Tanager
Tangara johannae,22722839,Blue-whiskered Tanager,,,blwtan1,Blue-whiskered Tanager,Blue-whiskered Tanager
Tangara labradorides,22722909,Metallic-green Tanager,,,megtan1,Metallic-green Tanager,Metallic-green Tanager
Tangara larvata,22722918,Golden-hooded Tanager,,,,,
Tangara lavinia,22722881,Rufous-winged Tanager,,,ruwtan1,Rufous-winged Tanager,Rufous-winged Tanager
Tangara lunigera,103849238,Yellow-faced Tanager,,,,,
Tangara mexicana,103849376,Turquoise Tanager,,,turtan1,Turquoise Tanager,Turquoise Tanager
Tangara meyerdeschauenseei,22722900,Green-capped Tanager,,,,,
Tangara nigrocincta,22722921,Masked Tanager,,,,,
Tangara nigroviridis,22722930,Beryl-spangled Tanager,,,bestan1,Beryl-spangled Tanager,Beryl-spangled Tanager
Tangara ornata,22722540,Golden-chevroned Tanager,,Thraupis ornata,goctan2,Golden-chevroned Tanager,Golden-chevroned Tanager
Tangara palmarum,22722546,Palm Tanager,,Thraupis palmarum,paltan1,Palm Tanager,Palm Tanager
Tangara palmeri,22722816,Grey-and-gold Tanager,Gray-and-gold Tanager,,,,
Tangara parzudakii,103849231,Flame-faced Tanager,,,flftan1,Flame-faced Tanager,Flame-faced Tanager
Tangara peruviana,22722890,Black-backed Tanager,Black-cheeked Tanager,,,,
Tangara phillipsi,22722939,Sira Tanager,,,,,
Tangara preciosa,22722894,Chestnut-backed Tanager,,,,,
Tangara punctata,22722866,Spotted Tanager,,,,,
Tangara ruficervix,103846006,Golden-naped Tanager,,,,,
Tangara rufigenis,22722903,Rufous-cheeked Tanager,,,ructan2,Rufous-cheeked Tanager,Rufous-cheeked Tanager
Tangara rufigula,22722875,Rufous-throated Tanager,,,,,
Tangara sayaca,22722534,Sayaca Tanager,,Thraupis sayaca,saytan1,Sayaca Tanager,Sayaca Tanager
Tangara schrankii,22722842,Green-and-gold Tanager,,,gagtan2,Green-and-gold Tanager,Green-and-gold Tanager
Tangara seledon,22722827,Green-headed Tanager,,,grhtan2,Green-headed Tanager,Green-headed Tanager
Tangara varia,22722872,Dotted Tanager,,,,,
Tangara vassorii,103849068,Blue-and-black Tanager,,,babtan1,Blue-and-black Tanager,Blue-and-black Tanager
Tangara velia,22722953,Opal-rumped Tanager,,,oprtan1,Opal-rumped Tanager,Opal-rumped Tanager
Tangara versicolor,103848974,Saint Vincent Tanager,St Vincent Tanager,,,,
Tangara viridicollis,22722942,Silver-backed Tanager,Silvery Tanager,,,,
Tangara vitriolina,22722897,Scrub Tanager,,,,,
Tangara whitelyi,103848213,Black-hooded Tanager,,,,,
Tangara xanthocephala,22722854,Saffron-crowned Tanager,,,sactan1,Saffron-crowned Tanager,Saffron-crowned Tanager
Tangara xanthogastra,22722863,Yellow-bellied Tanager,,,,,
Tanygnathus everetti,181753148,Blue-backed Parrot,,Tanygnathus sumatranus,,,Blue-backed Parrot
Tanygnathus gramineus,22685016,Black-lored Parrot,,,bllpar1,Black-lored Parrot,Black-lored Parrot
Tanygnathus lucionensis,22685009,Blue-naped Parrot,,,blnpar1,Blue-naped Parrot,Blue-naped Parrot
Tanygnathus megalorynchos,22685006,Great-billed Parrot,,,grbpar1,Great-billed Parrot,Great-billed Parrot
Tanygnathus sumatranus,181747196,Azure-rumped Parrot,,Psittacus Sumatranus,azrpar1,Azure-rumped Parrot,Azure-rumped Parrot
Tanysiptera carolinae,22683592,Numfor Paradise-kingfisher,"Cobalt Paradise Kingfisher, Numfor Paradise-Kingfisher",,nupkin1,Numfor Paradise-Kingfisher,Numfor Paradise Kingfisher
Tanysiptera danae,22683602,Brown-headed Paradise-kingfisher,"Brown-headed Paradise-Kingfisher, Russet Paradise Kingfisher",,bhpkin1,Brown-headed Paradise-Kingfisher,Brown-headed Paradise Kingfisher
Tanysiptera ellioti,22683582,Kofiau Paradise-kingfisher,"Kofiau Paradise Kingfisher, Kofiau Paradise-Kingfisher",,kopkin1,Kofiau Paradise-Kingfisher,Kofiau Paradise Kingfisher
Tanysiptera galatea,22683577,Common Paradise-kingfisher,"Common Paradise-Kingfisher, Galatea Paradise Kingfisher",,copkin1,Common Paradise-Kingfisher,Common Paradise Kingfisher
Tanysiptera hydrocharis,22683572,Little Paradise-kingfisher,"Little Paradise Kingfisher, Little Paradise-Kingfisher",,lipkin1,Little Paradise-Kingfisher,Little Paradise Kingfisher
Tanysiptera nigriceps,22725840,Black-headed Paradise-kingfisher,,,bubpak2,Black-capped Paradise-Kingfisher,Black-capped Paradise Kingfisher
Tanysiptera nympha,22683597,Red-breasted Paradise-kingfisher,"Fairy Paradise Kingfisher, Red-breasted Paradise-Kingfisher",,rbpkin1,Red-breasted Paradise-Kingfisher,Red-breasted Paradise Kingfisher
Tanysiptera riedelii,22683587,Biak Paradise-kingfisher,"Biak Paradise Kingfisher, Biak Paradise-Kingfisher",,bipkin1,Biak Paradise-Kingfisher,Biak Paradise Kingfisher
Tanysiptera sylvia,22725828,Buff-breasted Paradise-kingfisher,"Buff-breasted Paradise Kingfisher, Buff-breasted Paradise-Kingfisher",,bubpak1,Buff-breasted Paradise-Kingfisher,Buff-breasted Paradise Kingfisher
Taoniscus nanus,22678286,Dwarf Tinamou,,,dwatin1,Dwarf Tinamou,Dwarf Tinamou
Tapera naevia,22684444,Striped Cuckoo,,,strcuc1,Striped Cuckoo,Striped Cuckoo
Taphrolesbia griseiventris,22688049,Grey-bellied Comet,Gray-bellied Comet,,gybcom1,Gray-bellied Comet,Grey-bellied Comet
Taphrospilus hypostictus,22687503,Many-spotted Hummingbird,,,mashum1,Many-spotted Hummingbird,Many-spotted Hummingbird
Taraba major,22701251,Great Antshrike,,,greant1,Great Antshrike,Great Antshrike
Tarphonomus certhioides,22702023,Chaco Earthcreeper,,"Ochetorhynchus certhioides certhioides, Ochetorhynchus certhioides, Upucerthia certhioides",chaear1,Chaco Earthcreeper,Chaco Earthcreeper
Tarphonomus harterti,22702012,Bolivian Earthcreeper,,"Upucerthia harterti, Ochetorhynchus harterti, Ochetorhynchus harterti harterti",bolear1,Bolivian Earthcreeper,Bolivian Earthcreeper
Tarsiger chrysaeus,22709738,Golden Bush-robin,"Golden Bush Robin, Golden Bush-Robin",,gobrob1,Golden Bush-Robin,Golden Bush Robin
Tarsiger cyanurus,105294257,Orange-flanked Bush-robin,,,refblu,Red-flanked Bluetail,Red-flanked Bluetail
Tarsiger hyperythrus,22709748,Rufous-breasted Bush-robin,"Rufous-breasted Bush Robin, Rufous-breasted Bush-Robin",,rbbrob1,Rufous-breasted Bush-Robin,Rufous-breasted Bush Robin
Tarsiger indicus,22709743,White-browed Bush-robin,"White-browed Bush Robin, White-browed Bush-Robin",,wbbrob1,White-browed Bush-Robin,White-browed Bush Robin
Tarsiger johnstoniae,22709753,Collared Bush-robin,"Collared Bush Robin, Collared Bush-Robin",,cobrob1,Collared Bush-Robin,Collared Bush Robin
Tarsiger rufilatus,22736114,Himalayan Bush-robin,Himalayan Bluetail,,himblu1,Himalayan Bluetail,Himalayan Bluetail
Tauraco bannermani,22688340,Bannerman's Turaco,,,bantur1,Bannerman's Turaco,Bannerman's Turaco
Tauraco corythaix,22688335,Knysna Turaco,Knysna Lourie,,knytur1,Knysna Turaco,Knysna Turaco
Tauraco erythrolophus,22688346,Red-crested Turaco,,,rectur1,Red-crested Turaco,Red-crested Turaco
Tauraco fischeri,22688327,Fischer's Turaco,,,fistur1,Fischer's Turaco,Fischer's Turaco
Tauraco hartlaubi,22688365,Hartlaub's Turaco,,,hartur1,Hartlaub's Turaco,Hartlaub's Turaco
Tauraco leucolophus,22688369,White-crested Turaco,,,whctur2,White-crested Turaco,White-crested Turaco
Tauraco leucotis,22688355,White-cheeked Turaco,,,whctur1,White-cheeked Turaco,
Tauraco livingstonii,22688331,Livingstone's Turaco,,,livtur1,Livingstone's Turaco,Livingstone's Turaco
Tauraco macrorhynchus,22688350,Yellow-billed Turaco,Verreaux's Turaco,,yebtur1,Yellow-billed Turaco,Yellow-billed Turaco
Tauraco persa,22688312,Green Turaco,,,guitur1,Guinea Turaco,Guinea Turaco
Tauraco ruspolii,22688359,Ruspoli's Turaco,,,prrtur1,Prince Ruspoli's Turaco,
Tauraco schalowi,22688323,Schalow's Turaco,,,schtur1,Schalow's Turaco,Schalow's Turaco
Tauraco schuettii,22688316,Black-billed Turaco,,"Tauraco schuettii schuettii, Tauraco schuetti",blbtur1,Black-billed Turaco,Black-billed Turaco
