scientificName,IUCN_Species_Code,IUCN_common_name,altcommonNames,Synonym
Cyornis superbus,22709553,Bornean Blue-flycatcher,"Bornean Blue Flycatcher, Bornean Blue-Flycatcher",
Cyornis tickelliae,103761678,Tickell's Blue-flycatcher,,
Cyornis turcosus,22709566,Malay Blue-flycatcher,"Malaysian Blue-flycatcher, Malaysian Blue Flycatcher, Malaysian Blue-Flycatcher",
Cyornis umbratilis,22709156,Grey-chested Jungle-flycatcher,"Grey-chested Jungle Flycatcher, Grey-chested Jungle-Flycatcher",Rhinomyias umbratilis
Cyornis unicolor,22709532,Pale Blue-flycatcher,"Pale Blue Flycatcher, Pale Blue-Flycatcher",
Cyornis whitei,216915109,Hill Blue-flycatcher,,
Cyphorhinus arada,22711560,Musician Wren,,Cyphorhinus aradus aradus
Cyphorhinus dichrous,103889940,Northern Chestnut-breasted Wren,,
Cyphorhinus phaeocephalus,22711554,Song Wren,,
Cyphorhinus thoracicus,103889880,Southern Chestnut-breasted Wren,,
Cyphos macrodactylus,22682249,Chestnut-capped Puffbird,,Bucco macrodactylus
Cypseloides cherriei,22686458,Spot-fronted Swift,,
Cypseloides cryptus,22686464,White-chinned Swift,,
Cypseloides fumigatus,22686453,Sooty Swift,,
Cypseloides lemosi,22686447,White-chested Swift,,
Cypseloides niger,22686440,Black Swift,,Nephoecetes niger
Cypseloides rothschildi,22686450,Rothschild's Swift,,
Cypseloides senex,22686467,Great Dusky Swift,,Aerornis senex senex
Cypseloides storeri,22686461,White-fronted Swift,,
Cypsiurus balasiensis,22686769,Asian Palm-swift,"Asian Palm Swift, Asian Palm-Swift",
Cypsiurus gracilis,155257132,Madagascar Palm-swift,Malagasy Palm-swift,Cypsiurus parvus
Cypsiurus parvus,155257123,African Palm-swift,"African Palm Swift, African Palm-Swift, Palm Swift",Cypsiurus parvus
Cypsnagra hirundinacea,22722130,White-rumped Tanager,,
Cyrtonyx montezumae,22728212,Montezuma Quail,,
Cyrtonyx ocellatus,22679717,Ocellated Quail,,
Cyrtonyx sallei,22724748,Spot-breasted Quail,,
Dacelo gaudichaud,22683199,Rufous-bellied Kookaburra,,
Dacelo leachii,22683193,Blue-winged Kookaburra,,
Dacelo novaeguineae,22683189,Laughing Kookaburra,Kookaburra,
Dacelo rex,22683202,Shovel-billed Kingfisher,,Clytoceyx rex
Dacelo tyro,22683196,Spangled Kookaburra,,
Dacnis albiventris,22722976,White-bellied Dacnis,,
Dacnis berlepschi,22722997,Scarlet-breasted Dacnis,,
Dacnis cayana,22722991,Blue Dacnis,,
Dacnis egregia,103812255,Yellow-tufted Dacnis,,
Dacnis flaviventer,22722982,Yellow-bellied Dacnis,,
Dacnis hartlaubi,22722969,Turquoise Dacnis,Turquoise Dacnis-Tanager,Pseudodacnis hartlaubi hartlaubi
Dacnis lineata,103812237,Black-faced Dacnis,,
Dacnis nigripes,22722985,Black-legged Dacnis,,
Dacnis venusta,22722988,Scarlet-thighed Dacnis,,
Dacnis viguieri,22722994,Viridian Dacnis,,
Dactylortyx thoracicus,22679708,Singing Quail,,
Daphoenositta chrysoptera,103691540,Varied Sittella,,
Daphoenositta miranda,22705391,Black Sittella,,
Daphoenositta papuensis,103691575,Papuan Sittella,,
Daption capense,22697879,Cape Petrel,"Cape Pigeon, Pintado Petrel",
Daptrius ater,22696226,Black Caracara,,
Dasycrotapha plateni,22735157,Mindanao Pygmy Babbler,Mindanao Pygmy-babbler,Stachyris plateni
Dasycrotapha pygmaea,22734563,Visayan Pygmy Babbler,Visayan Pygmy-babbler,Stachyris pygmaea
Dasycrotapha speciosa,22716210,Flame-templed Babbler,,Stachyris speciosa
Dasylophus superciliosus,22684126,Red-crested Malkoha,,Phaenicophaeus superciliosus
Dasyornis brachypterus,22704507,Eastern Bristlebird,,
Dasyornis broadbenti,22704510,Rufous Bristlebird,,
Dasyornis longirostris,22704502,Western Bristlebird,Long-billed Bristlebird,
Deconychura longicauda,103661261,Northern Long-tailed Woodcreeper,,
Deconychura pallida,103661265,Southern Long-tailed Woodcreeper,,
Deconychura typica,103661269,Little Long-tailed Woodcreeper,,
Deleornis axillaris,103792599,Grey-headed Sunbird,,
Deleornis fraseri,103792577,Fraser's Sunbird,,
Delichon dasypus,22712491,Asian House Martin,"Asian House-martin, Asian House-Martin",
Delichon lagopodum,103811905,Eastern House Martin,,
Delichon nipalense,22712496,Nepal House Martin,"Nepal House-martin, Nepal House-Martin",Delichon nipalensis
Delichon urbicum,103811886,Northern House Martin,,
Deltarhynchus flammulatus,22700461,Flammulated Flycatcher,,
Dendragapus fuliginosus,22734695,Sooty Grouse,,
Dendragapus obscurus,22734690,Dusky Grouse,,
Dendrexetastes rufigula,22703052,Cinnamon-throated Woodcreeper,,
Dendrocincla anabatina,22703020,Tawny-winged Woodcreeper,,
Dendrocincla fuliginosa,22703010,Plain-brown Woodcreeper,,
Dendrocincla homochroa,22703026,Ruddy Woodcreeper,,
Dendrocincla merula,22703023,White-chinned Woodcreeper,,
Dendrocincla turdina,22703015,Plain-winged Woodcreeper,Thrush-like Woodcreeper,
Dendrocincla tyrannina,22703007,Tyrannine Woodcreeper,,
Dendrocitta bayleii,22705852,Andaman Treepie,,Dendrocitta bayleyi
Dendrocitta cinerascens,22736049,Bornean Treepie,,
Dendrocitta formosae,22705839,Grey Treepie,,
Dendrocitta frontalis,22705849,Collared Treepie,,
Dendrocitta leucogastra,22705846,White-bellied Treepie,,
Dendrocitta occipitalis,103719284,Sumatran Treepie,,
Dendrocitta vagabunda,22705836,Rufous Treepie,,
Dendrocolaptes certhia,22703079,Amazonian Barred Woodcreeper,Amazonian Barred-Woodcreeper,
Dendrocolaptes hoffmannsi,22703085,Hoffmanns's Woodcreeper,Hoffman's Woodcreeper,
Dendrocolaptes picumnus,22703089,Black-banded Woodcreeper,,
Dendrocolaptes platyrostris,22703092,Planalto Woodcreeper,,
Dendrocolaptes punctipectus,103661296,Eastern Barred Woodcreeper,,
Dendrocolaptes sanctithomae,103661292,Western Barred Woodcreeper,,
Dendrocopos analis,22726384,Freckle-breasted Woodpecker,,
Dendrocopos assimilis,22681133,Sind Woodpecker,,
Dendrocopos atratus,22681089,Stripe-breasted Woodpecker,,
Dendrocopos darjellensis,22681111,Darjeeling Woodpecker,,
Dendrocopos himalayensis,22681136,Himalayan Woodpecker,,
Dendrocopos hyperythrus,22681105,Rufous-bellied Woodpecker,,
Dendrocopos leucopterus,22681130,White-winged Woodpecker,,
Dendrocopos leucotos,22727124,White-backed Woodpecker,,
Dendrocopos macei,22726376,Fulvous-breasted Woodpecker,,
Dendrocopos major,22681124,Great Spotted Woodpecker,,
Dendrocopos noguchii,22681531,Okinawa Woodpecker,"Noguchi's Woodpecker, Pryer's Woodpecker",Sapheopipo noguchii
Dendrocopos owstoni,22727132,Amami Woodpecker,,
Dendrocopos syriacus,22681127,Syrian Woodpecker,,
Dendrocygna arborea,22679770,West Indian Whistling-duck,"Black-billed Wood-duck, Cuban Tree-duck, West Indian Tree-duck, West Indian Whistling Duck, West Indian Whistling-Duck",
Dendrocygna arcuata,22679753,Wandering Whistling-duck,"Wandering Whistling Duck, Wandering Whistling-Duck",
Dendrocygna autumnalis,22679780,Black-bellied Whistling-duck,"Black-bellied Whistling Duck, Black-bellied Whistling-Duck",
Dendrocygna bicolor,22679746,Fulvous Whistling-duck,"Fulvous Duck, Fulvous Whistling Duck, Fulvous Whistling-Duck",
Dendrocygna eytoni,22679740,Plumed Whistling-duck,"Grass Whistling Duck, Plumed Whistling Duck, Plumed Whistling-Duck",
Dendrocygna guttata,22679735,Spotted Whistling-duck,"Spotted Whistling Duck, Spotted Whistling-Duck",
Dendrocygna javanica,22679758,Lesser Whistling-duck,"Lesser Whistling Duck, Lesser Whistling-Duck",
Dendrocygna viduata,22679763,White-faced Whistling-duck,"White-faced Duck, White-faced Whistling Duck, White-faced Whistling-Duck",
Dendronanthus indicus,22718345,Forest Wagtail,,
Dendropicos abyssinicus,22680959,Abyssinian Woodpecker,,
Dendropicos dorae,22681095,Arabian Woodpecker,,"Dendrocopos dorae, Picoides dorae"
Dendropicos elachus,22680949,Sahelian Woodpecker,Little Grey Woodpecker,
Dendropicos elliotii,22727114,Elliot's Woodpecker,,
Dendropicos fuscescens,22680963,Cardinal Woodpecker,,
Dendropicos gabonensis,22730264,Gabon Woodpecker,,
Dendropicos goertae,22730269,Grey Woodpecker,,
Dendropicos griseocephalus,22681023,Olive Woodpecker,,"Dendropicos griseocephalus griseocephalus, Mesopicos griseocephalus"
Dendropicos johnstoni,22727121,Johnston's Woodpecker,,
Dendropicos lugubris,22680967,Melancholy Woodpecker,,
Dendropicos namaquus,22680982,Bearded Woodpecker,,"Dendropicos namaquus namaquus, Thripias namaquus"
Dendropicos obsoletus,22681030,Brown-backed Woodpecker,,"Dendrocopos obsoletus, Dendropicos obsoletus, Picoides obsoletus"
Dendropicos poecilolaemus,22680954,Speckle-breasted Woodpecker,Uganda Spotted Woodpecker,
Dendropicos pyrrhogaster,22680989,Fire-bellied Woodpecker,,"Dendropicos pyrrhogaster pyrrhogaster, Thripias pyrrhogaster"
Dendropicos spodocephalus,22681018,Grey-headed Woodpecker,,
Dendropicos stierlingi,22680978,Stierling's Woodpecker,,
Dendropicos xantholophus,22680996,Yellow-crested Woodpecker,,"Dendropicos xantholophus xantholophus, Thripias xantholophus"
Dendroplex kienerii,22703103,Zimmer's Woodcreeper,,"Xiphorhynchus necopinus, Xiphorhynchus kienerii"
Dendroplex picus,22703095,Straight-billed Woodcreeper,,Xiphorhynchus picus
Dendrortyx barbatus,22679576,Bearded Wood-partridge,"Bearded Wood Partridge, Bearded Wood-Partridge",
Dendrortyx leucophrys,22679586,Buffy-crowned Wood-partridge,"Buffy-crowned Wood Partridge, Buffy-crowned Wood-Partridge",
Dendrortyx macroura,22679581,Long-tailed Wood-partridge,"Long-tailed Wood Partridge, Long-tailed Wood-Partridge",
Deroptyus accipitrinus,22686416,Red-fan Parrot,,
Dessonornis anomalus,103762448,Olive-flanked Robin-chat,,
Dessonornis archeri,22709778,Archer's Robin-chat,"Archer's Ground Robin, Archer's Robin-Chat",Cossypha archeri
Dessonornis caffer,22709791,Cape Robin-chat,"Cape Robin, Cape Robin-Chat",Cossypha caffra
Dessonornis humeralis,22709797,White-throated Robin-chat,"White-throated Robin, White-throated Robin-Chat",Cossypha humeralis
Dessonornis macclounii,103762537,Rusty-flanked Robin-chat,,
Dessonornis mbuluensis,103762543,Mbulu Robin-chat,,
Devioeca papuana,22704789,Canary Flyrobin,,Microeca papuana
Diaphorapteryx hawkinsi,22733394,Hawkins's Rail,,
Dicaeum aeneum,22717555,Midget Flowerpecker,,
Dicaeum agile,105991992,Thick-billed Flowerpecker,,Dicaeum aeruginosum
Dicaeum annae,22717469,Golden-rumped Flowerpecker,,
Dicaeum anthonyi,103776016,Yellow-crowned Flowerpecker,,
Dicaeum aureolimbatum,22717494,Yellow-sided Flowerpecker,,
Dicaeum australe,22731117,Red-keeled Flowerpecker,Red-striped Flowerpecker,
Dicaeum beccarii,103776954,Sumatran Flowerpecker,,
Dicaeum bicolor,22717503,Bicoloured Flowerpecker,Bicolored Flowerpecker,
Dicaeum cambodianum,103777452,Cambodian Flowerpecker,,
Dicaeum celebicum,22717575,Grey-sided Flowerpecker,,
Dicaeum chrysorrheum,22717484,Yellow-vented Flowerpecker,,
Dicaeum concolor,103776128,Nilgiri Flowerpecker,,
Dicaeum cruentatum,22717584,Scarlet-backed Flowerpecker,,
Dicaeum dayakorum,179385431,Spectacled Flowerpecker,,
Dicaeum erythrorhynchos,22717525,Pale-billed Flowerpecker,,
Dicaeum erythrothorax,103776345,Buru Flowerpecker,,
Dicaeum everetti,22717478,Brown-backed Flowerpecker,,
Dicaeum eximium,22717552,Red-banded Flowerpecker,,
Dicaeum geelvinkianum,22717546,Red-capped Flowerpecker,,
Dicaeum haematostictum,22717510,Black-belted Flowerpecker,Visayan Flowerpecker,
Dicaeum hanieli,103776714,Timor Flowerpecker,,
Dicaeum hirundinaceum,103777963,Mistletoebird,,
Dicaeum hypoleucum,22717522,Buzzing Flowerpecker,,
Dicaeum ignicolle,103778239,Aru Flowerpecker,,
Dicaeum igniferum,22717562,Black-fronted Flowerpecker,,
Dicaeum ignipectus,103776843,Fire-breasted Flowerpecker,,
Dicaeum kampalili,103776050,Flame-crowned Flowerpecker,,
Dicaeum keiense,103778206,Pink-breasted Flowerpecker,,
Dicaeum luzoniense,103777506,Fire-throated Flowerpecker,,
Dicaeum maugei,22717565,Red-chested Flowerpecker,Blue-cheeked Flowerpecker,
Dicaeum melanozanthum,22717487,Yellow-bellied Flowerpecker,,
Dicaeum minullum,103776140,Plain Flowerpecker,,
Dicaeum monticolum,22717572,Black-sided Flowerpecker,,
Dicaeum nehrkorni,22717534,Crimson-crowned Flowerpecker,,
Dicaeum nigrilore,22717497,Olive-capped Flowerpecker,,
Dicaeum nitidum,22717549,Louisiade Flowerpecker,,
Dicaeum pectorale,22717543,Olive-crowned Flowerpecker,,
Dicaeum proprium,22717481,Whiskered Flowerpecker,,
Dicaeum pygmaeum,22717531,Pygmy Flowerpecker,,
Dicaeum quadricolor,22717507,Cebu Flowerpecker,,
Dicaeum retrocinctum,22717516,Scarlet-collared Flowerpecker,,
Dicaeum rhodopygiale,216915953,Flores Flowerpecker,,
Dicaeum sanguinolentum,216915934,Javan Flowerpecker,,
Dicaeum schistaceiceps,103776352,Halmahera Flowerpecker,,
Dicaeum trigonostigma,22717519,Orange-bellied Flowerpecker,,
Dicaeum tristrami,22717558,Mottled Flowerpecker,White-mottled Flowerpecker,
Dicaeum trochileum,22717587,Scarlet-headed Flowerpecker,,
Dicaeum vincens,22717490,White-throated Flowerpecker,Legge's Flowerpecker,
Dicaeum vulneratum,22717540,Ashy Flowerpecker,,
Dicaeum wilhelminae,103776669,Sumba Flowerpecker,,
Dichrozona cincta,22701543,Banded Antbird,,
Dicrurus adsimilis,103710902,Fork-tailed Drongo,,
Dicrurus aeneus,22706973,Bronzed Drongo,,
Dicrurus aldabranus,22706943,Aldabra Drongo,,
Dicrurus andamanensis,22707002,Andaman Drongo,,
Dicrurus annectens,22706970,Crow-billed Drongo,,Dicrurus annectans
Dicrurus atripennis,22706931,Shining Drongo,,
Dicrurus balicassius,22706993,Balicassiao,,
Dicrurus bracteatus,22706996,Spangled Drongo,,
Dicrurus caerulescens,22706967,White-bellied Drongo,,
Dicrurus densus,22706990,Wallacean Drongo,,
Dicrurus forficatus,22706952,Crested Drongo,Madagascar Crested Drongo,
Dicrurus fuscipennis,22706947,Comoro Drongo,Grand Comoro Drongo,
Dicrurus hottentottus,103711043,Hair-crested Drongo,,
Dicrurus leucophaeus,22706964,Ashy Drongo,,
Dicrurus lophorinus,103711132,Sri Lanka Drongo,,
Dicrurus ludwigii,22706927,Square-tailed Drongo,,
Dicrurus macrocercus,22706961,Black Drongo,,
Dicrurus megarhynchus,22706999,Ribbon-tailed Drongo,,
Dicrurus menagei,22736062,Tablas Drongo,,
Dicrurus modestus,103710940,Velvet-mantled Drongo,,
Dicrurus montanus,22706987,Sulawesi Drongo,,
Dicrurus paradiseus,103711122,Greater Racquet-tailed Drongo,,
Dicrurus remifer,22706976,Lesser Racquet-tailed Drongo,Lesser Racket-tailed Drongo,
Dicrurus striatus,103711049,Short-tailed Drongo,,
Dicrurus sumatranus,22706984,Sumatran Drongo,,
Dicrurus waldenii,22706957,Mayotte Drongo,,
Didunculus strigirostris,22691890,Tooth-billed Pigeon,,
Diglossa albilatera,22723652,White-sided Flowerpiercer,White-sided Flower-piercer,
Diglossa baritula,22723636,Cinnamon-bellied Flowerpiercer,Cinnamon-bellied Flower-piercer,
Diglossa brunneiventris,22723677,Black-throated Flowerpiercer,Black-throated Flower-piercer,
Diglossa caerulescens,22723708,Bluish Flowerpiercer,Bluish Flower-piercer,Diglossopis caerulescens caerulescens
Diglossa carbonaria,22723681,Grey-bellied Flowerpiercer,"Gray-bellied Flowerpiercer, Grey-bellied Flower-piercer",
Diglossa cyanea,22723715,Masked Flowerpiercer,Masked Flower-piercer,Diglossopis cyanea cyanea
Diglossa duidae,22723686,Scaled Flowerpiercer,Scaled Flower-piercer,
Diglossa glauca,22723701,Deep-blue Flowerpiercer,Deep-blue Flower-piercer,Diglossopis glauca glauca
Diglossa gloriosa,22723668,Merida Flowerpiercer,"Merida Flower-piercer, Mérida Flower-piercer",
Diglossa gloriosissima,22723656,Chestnut-bellied Flowerpiercer,Chestnut-bellied Flower-piercer,
Diglossa humeralis,22723673,Black Flowerpiercer,Black Flower-piercer,
Diglossa indigotica,22723694,Indigo Flowerpiercer,Indigo Flower-piercer,Diglossopis indigotica indigotica
Diglossa lafresnayii,22723660,Glossy Flowerpiercer,Glossy Flower-piercer,
Diglossa major,22723690,Greater Flowerpiercer,Greater Flower-piercer,
Diglossa mystacalis,22723664,Moustached Flowerpiercer,Moustached Flower-piercer,
Diglossa plumbea,22723640,Slaty Flowerpiercer,Slaty Flower-piercer,
Diglossa sittoides,22723644,Rusty Flowerpiercer,Rusty Flower-piercer,
Diglossa venezuelensis,22723648,Venezuelan Flowerpiercer,Venezuelan Flower-piercer,
Dinemellia dinemelli,22718674,White-headed Buffalo-weaver,"White-headed Buffalo Weaver, White-headed Buffalo-Weaver",
Dinopium benghalense,61517196,Black-rumped Flameback,,
Dinopium everetti,22727192,Spot-throated Flameback,,
Dinopium javanense,22727182,Common Flameback,Common Goldenback,
Dinopium psarodes,61517218,Lesser Sri Lanka Flameback,Lesser Crimson-backed Flameback,
Dinopium shorii,22681496,Himalayan Flameback,Himalayan Goldenback,
Diomedea amsterdamensis,22698310,Amsterdam Albatross,Amsterdam Island Albatross,
Diomedea antipodensis,22728318,Antipodean Albatross,,
Diomedea dabbenena,22728364,Tristan Albatross,,Diomedea chionoptera
Diomedea epomophora,22698314,Southern Royal Albatross,Royal Albatross,
Diomedea exulans,22698305,Wandering Albatross,,
Diomedea sanfordi,22728323,Northern Royal Albatross,,
Diopsittaca cumanensis,61958866,Southern Red-shouldered Macaw,,
Diopsittaca nobilis,61958763,Northern Red-shouldered Macaw,,
Discosura conversii,22687275,Green Thorntail,,"Popelairia conversii, Popelairia conversii conversii"
Discosura langsdorffi,22687259,Black-bellied Thorntail,,Popelairia langsdorffi
Discosura letitiae,22687265,Coppery Thorntail,,Popelairia letitiae
Discosura longicaudus,22687285,Racket-tailed Coquette,,Discosura longicauda longicauda
Discosura popelairii,22687253,Wire-crested Thorntail,,Popelairia popelairii
Diuca diuca,22723174,Common Diuca-finch,"Common Diuca Finch, Common Diuca-Finch",
Dives dives,22724302,Melodious Blackbird,,
Dives warczewiczi,22724305,Scrub Blackbird,,
Dolichonyx oryzivorus,22724367,Bobolink,,
Doliornis remseni,22700747,Chestnut-bellied Cotinga,,Ampelion remseni remseni
Doliornis sclateri,22729326,Bay-vented Cotinga,,Ampelion sclateri sclateri
Donacobius atricapilla,22711273,Donacobius,Black-capped Donacobius,Donacobius atricapillus atricapillus
Donacospiza albifrons,22723144,Long-tailed Reed-finch,"Long-tailed Reed Finch, Long-tailed Reed-Finch",
Doricha eliza,22688175,Mexican Sheartail,,
Doricha enicura,22688172,Slender Sheartail,,
Doryfera johannae,22687032,Blue-fronted Lancebill,,
Doryfera ludovicae,22687035,Green-fronted Lancebill,,Doryfera ludoviciae ludoviciae
Drepanis coccinea,22720844,Iiwi,'I'iwi,Vestiaria coccinea
Drepanis funerea,22720852,Black Mamo,,
Drepanis pacifica,22720848,Hawaii Mamo,Hawai'i Mamo,
Drepanoptila holosericea,22691585,Cloven-feathered Dove,,
Drepanorhynchus reichenowi,22717975,Golden-winged Sunbird,,Nectarinia reichenowi
Drepanornis albertisi,22706157,Black-billed Sicklebill,,Epimachus albertisi
Drepanornis bruijnii,22706160,Pale-billed Sicklebill,White-billed Sicklebill,"Drepanornis bruijnii bruijnii, Epimachus bruijnii"
Dreptes thomensis,22717719,Giant Sunbird,"São Tomé Giant Sunbird, Sao Tome Sunbird","Dreptes thomensis thomensis, Nectarinia thomensis"
Dromaius baudinianus,22724449,Kangaroo Island Emu,,
Dromaius minor,22728643,King Island Emu,,Dromaius ater
Dromaius novaehollandiae,22678117,Common Emu,Emu,
Dromas ardeola,22694081,Crab-plover,,
Dromococcyx pavoninus,22684455,Pavonine Cuckoo,,
Dromococcyx phasianellus,22684452,Pheasant Cuckoo,,
Drymocichla incana,22713684,Red-winged Grey Warbler,,
Drymodes beccarii,103737970,Papuan Scrub-robin,,
Drymodes brunneopygia,22704928,Southern Scrub-robin,"Southern Scrub Robin, Southern Scrub-Robin",
Drymodes superciliaris,103737960,Northern Scrub-robin,,
Drymophila caudata,103658659,East Andean Antbird,,
Drymophila devillei,22701629,Striated Antbird,,
Drymophila ferruginea,22701614,Ferruginous Antbird,,
Drymophila genei,22701620,Rufous-tailed Antbird,,
Drymophila hellmayri,103658673,Santa Marta Antbird,,
Drymophila klagesi,103658669,Klages's Antbird,,
Drymophila malura,22701637,Dusky-tailed Antbird,,
Drymophila ochropyga,22701623,Ochre-rumped Antbird,,Drymophila ochropygia
Drymophila rubricollis,22701617,Bertoni's Antbird,,
Drymophila squamata,22701640,Scaled Antbird,,
Drymophila striaticeps,103658699,Streak-headed Antbird,,
Drymornis bridgesii,22703046,Scimitar-billed Woodcreeper,,
Drymotoxeres pucheranii,22703177,Greater Scythebill,,"Campylorhamphus pucherani, Drymotoxeres pucherani"
Dryobates cathpharius,61553308,Scarlet-breasted Woodpecker,,
